id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,18,287.1,0.63,0.63,0.063
1,93,360.8,0.2,0.16,0.020000000000000004
2,33,248.8,0.27,0.27,0.027000000000000003
3,26,261.3,0.72,0.72,0.072
4,82,347.2,0.43,0.43,0.043000000000000003
5,63,312.6,0.15,0.11,0.015
6,46,315.1,0.5,0.5,0.05
7,77,327.9,0.38,0.38,0.038000000000000006
8,41,303.6,0.78,0.78,0.07800000000000001
9,31,283.20000000000005,0.65,0.65,0.065
10,65,330.2,0.24,0.22,0.024
11,90,329.20000000000005,0.31,0.31,0.031
12,90,351.3,0.17,0.17,0.017
13,4,264.0,0.37,0.37,0.037
14,71,323.20000000000005,1.0,1.0,0.1
15,11,243.70000000000002,0.7,0.7,0.06999999999999999
16,57,358.6,0.93,0.93,0.09300000000000001
17,32,308.90000000000003,0.47,0.47,0.047
18,9,271.6,0.83,0.83,0.083
19,81,372.2,0.56,0.56,0.05600000000000001
20,98,374.90000000000003,0.72,0.72,0.072
21,29,291.6,0.95,0.95,0.095
22,68,325.40000000000003,0.19,0.19,0.019000000000000003
23,6,258.20000000000005,0.56,0.56,0.05600000000000001
24,28,251.6,0.75,0.75,0.07500000000000001
25,59,315.1,0.71,0.71,0.071
26,65,319.8,0.24,0.16,0.024
27,53,290.9,0.92,0.92,0.09200000000000001
28,23,292.1,0.85,0.85,0.085
29,100,371.7,0.31,0.31,0.031
30,87,311.9,0.67,0.67,0.067
31,32,299.8,0.72,0.72,0.072
32,9,270.3,0.51,0.51,0.051000000000000004
33,50,304.8,0.24,0.16,0.024
34,89,385.40000000000003,0.44,0.44,0.044000000000000004
35,89,337.3,0.54,0.54,0.054000000000000006
36,58,323.2,0.95,0.95,0.095
37,4,280.90000000000003,0.81,0.81,0.08100000000000002
38,69,326.40000000000003,0.29,0.19,0.028999999999999998
39,42,240.9,0.11,0.11,0.011000000000000001
40,95,306.9,0.78,0.78,0.07800000000000001
41,5,276.7,0.47,0.47,0.047
42,18,293.6,0.66,0.66,0.066
43,21,213.4,0.58,0.58,0.057999999999999996
44,55,326.7,0.28,0.19,0.028000000000000004
45,27,298.7,0.24,0.14,0.024
46,89,321.70000000000005,0.88,0.88,0.08800000000000001
47,33,244.9,0.7,0.7,0.06999999999999999
48,71,332.3,0.72,0.72,0.072
49,56,300.4,0.47,0.47,0.047
