id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,56,356.0,0.19,0.19,0.019000000000000003
1,69,405.0,0.99,0.99,0.099
2,70,359.5,0.61,0.61,0.061
3,96,406.5,0.74,0.74,0.074
4,31,311.5,0.18,0.18,0.018
5,76,416.5,0.23,0.23,0.023000000000000003
6,56,330.5,0.84,0.84,0.084
7,96,340.5,0.6,0.6,0.06
8,94,397.0,0.45,0.45,0.045000000000000005
9,78,393.0,0.63,0.63,0.063
10,92,383.0,0.44,0.44,0.044000000000000004
11,67,401.5,0.75,0.75,0.07500000000000001
12,67,370.0,0.52,0.52,0.052000000000000005
13,81,382.5,0.85,0.85,0.085
14,37,368.5,0.47,0.47,0.047
15,42,361.5,0.52,0.52,0.052000000000000005
16,88,358.0,0.4,0.4,0.04000000000000001
17,12,318.0,0.58,0.58,0.057999999999999996
18,0,244.5,0.2,0.2,0.020000000000000004
19,26,371.0,0.25,0.25,0.025
20,20,326.0,0.56,0.56,0.05600000000000001
21,10,275.5,0.57,0.57,0.056999999999999995
22,76,370.0,0.28,0.28,0.028000000000000004
23,25,301.0,0.31,0.31,0.031
24,73,412.0,0.31,0.31,0.031
25,57,310.5,0.4,0.4,0.04000000000000001
26,32,249.5,0.42,0.42,0.042
27,72,373.5,0.99,0.99,0.099
28,54,286.5,0.13,0.13,0.013000000000000001
29,93,454.5,0.73,0.73,0.073
30,81,367.5,0.39,0.39,0.03900000000000001
31,24,327.0,0.36,0.36,0.036
32,21,307.5,0.6,0.6,0.06
33,25,328.0,0.93,0.93,0.09300000000000001
34,10,293.5,0.21,0.21,0.021
35,28,307.0,0.25,0.25,0.025
36,2,311.0,0.88,0.88,0.08800000000000001
37,37,301.0,0.38,0.38,0.038000000000000006
38,13,305.5,0.22,0.22,0.022000000000000002
39,94,412.0,0.85,0.85,0.085
40,33,307.5,0.16,0.16,0.016
41,96,385.5,0.75,0.75,0.07500000000000001
42,39,322.5,0.13,0.13,0.013000000000000001
43,30,315.0,0.82,0.82,0.082
44,46,326.5,0.3,0.3,0.03
45,84,406.5,0.13,0.13,0.013000000000000001
46,10,307.0,0.3,0.3,0.03
47,14,309.5,0.77,0.77,0.07700000000000001
48,12,289.5,0.78,0.78,0.07800000000000001
49,18,349.5,0.61,0.61,0.061
