id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,43,295.20000000000005,0.55,0.55,0.05500000000000001
1,50,313.90000000000003,0.16,0.16,0.016
2,46,304.7,0.6,0.6,0.06
3,12,253.8,0.93,0.93,0.09300000000000001
4,42,291.6,0.83,0.83,0.083
5,21,256.3,0.63,0.63,0.063
6,34,300.5,0.67,0.67,0.067
7,39,348.40000000000003,0.71,0.71,0.071
8,59,273.5,0.92,0.92,0.09200000000000001
9,13,257.4,0.56,0.56,0.05600000000000001
10,34,277.1,0.22,0.22,0.022000000000000002
11,9,283.3,0.77,0.77,0.07700000000000001
12,85,376.2,0.87,0.87,0.08700000000000001
13,45,327.1,0.75,0.75,0.07500000000000001
14,3,253.9,0.99,0.99,0.099
15,65,288.6,0.5,0.5,0.05
16,0,249.60000000000002,0.59,0.59,0.059
17,35,244.3,0.41,0.41,0.041
18,40,293.5,0.48,0.48,0.048
19,35,287.20000000000005,0.41,0.41,0.041
