id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,21,294.0,0.88,0.88,0.08800000000000001
1,48,352.5,0.51,0.51,0.051000000000000004
2,61,362.5,0.74,0.74,0.074
3,46,358.0,0.15,0.11,0.015
4,65,363.5,0.9,0.9,0.09000000000000001
5,19,293.5,0.96,0.96,0.096
6,54,349.5,0.35,0.35,0.034999999999999996
7,84,327.0,0.91,0.91,0.09100000000000001
8,63,330.0,0.39,0.39,0.03900000000000001
9,75,376.5,0.96,0.96,0.096
10,49,353.5,0.28,0.28,0.028000000000000004
11,14,293.0,0.27,0.17,0.027000000000000003
12,45,340.5,0.29,0.21,0.028999999999999998
13,85,440.5,0.81,0.81,0.08100000000000002
14,92,375.5,0.97,0.97,0.097
15,6,327.0,0.68,0.68,0.068
16,59,348.5,0.29,0.29,0.028999999999999998
17,37,337.0,0.29,0.16,0.028999999999999998
18,60,346.5,0.87,0.87,0.08700000000000001
19,81,363.0,0.27,0.27,0.027000000000000003
20,100,332.5,0.56,0.56,0.05600000000000001
21,8,326.0,0.59,0.59,0.059
22,90,393.0,0.69,0.69,0.06899999999999999
23,16,304.0,0.93,0.93,0.09300000000000001
24,76,377.5,0.98,0.98,0.098
25,56,330.5,0.31,0.31,0.031
26,1,296.5,0.87,0.87,0.08700000000000001
27,67,371.5,0.69,0.69,0.06899999999999999
28,11,327.5,0.49,0.49,0.049
29,32,329.0,0.46,0.46,0.046000000000000006
30,61,350.5,0.15,0.13,0.015
31,43,317.5,0.58,0.58,0.057999999999999996
32,1,301.0,0.62,0.62,0.062
33,55,314.5,0.22,0.22,0.022000000000000002
34,74,368.0,0.17,0.17,0.017
35,22,350.5,0.28,0.28,0.028000000000000004
36,93,382.5,0.96,0.96,0.096
37,0,268.5,0.26,0.26,0.026000000000000002
38,61,289.0,0.32,0.32,0.032
39,37,368.5,0.98,0.98,0.098
40,43,335.5,0.64,0.64,0.064
41,19,332.5,0.69,0.69,0.06899999999999999
42,89,380.0,0.72,0.72,0.072
43,43,295.0,0.17,0.11,0.017
44,27,286.5,0.27,0.2,0.027000000000000003
45,0,271.5,0.58,0.58,0.057999999999999996
46,12,246.0,0.84,0.84,0.084
47,39,321.0,0.39,0.39,0.03900000000000001
48,38,333.5,0.89,0.89,0.08900000000000001
49,50,356.0,0.87,0.87,0.08700000000000001
