id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,49,283.0,0.42,0.42,0.042
1,89,369.8,0.3,0.3,0.03
2,76,358.1,0.18,0.18,0.018
3,4,212.0,0.12,0.12,0.012
4,87,321.0,0.77,0.77,0.07700000000000001
5,97,334.9,0.29,0.29,0.028999999999999998
6,45,271.20000000000005,0.47,0.47,0.047
7,44,363.8,0.26,0.26,0.026000000000000002
8,16,255.20000000000002,0.84,0.84,0.084
9,85,307.3,0.92,0.92,0.09200000000000001
10,52,317.2,0.41,0.41,0.041
11,85,354.1,0.47,0.47,0.047
12,79,359.8,0.3,0.3,0.03
13,92,320.8,0.4,0.4,0.04000000000000001
14,86,318.70000000000005,0.82,0.82,0.082
15,43,301.7,0.88,0.88,0.08800000000000001
16,36,332.40000000000003,0.59,0.59,0.059
17,34,287.5,0.73,0.73,0.073
18,23,286.90000000000003,0.37,0.37,0.037
19,64,338.3,0.62,0.62,0.062
20,59,330.7,0.67,0.67,0.067
21,84,349.2,0.34,0.34,0.034
22,75,332.40000000000003,0.29,0.29,0.028999999999999998
23,17,316.0,0.46,0.46,0.046000000000000006
24,82,317.3,0.74,0.74,0.074
25,60,320.0,0.69,0.69,0.06899999999999999
26,22,272.9,0.86,0.86,0.08600000000000001
27,62,289.5,0.15,0.15,0.015
28,47,336.90000000000003,0.21,0.21,0.021
29,61,305.4,0.72,0.72,0.072
30,13,266.5,0.92,0.92,0.09200000000000001
31,33,311.2,0.58,0.58,0.057999999999999996
32,31,300.1,0.26,0.26,0.026000000000000002
33,25,287.6,0.42,0.42,0.042
34,75,319.4,0.14,0.14,0.014000000000000002
35,83,327.4,0.25,0.25,0.025
36,44,275.4,0.63,0.63,0.063
37,93,334.8,0.34,0.34,0.034
38,27,324.7,0.98,0.98,0.098
39,74,339.2,0.54,0.54,0.054000000000000006
40,0,249.60000000000002,0.55,0.55,0.05500000000000001
41,24,248.9,0.6,0.6,0.06
42,94,354.0,0.29,0.29,0.028999999999999998
43,4,288.7,0.4,0.4,0.04000000000000001
44,14,248.0,0.34,0.34,0.034
45,51,346.1,0.22,0.22,0.022000000000000002
46,31,275.4,0.69,0.69,0.06899999999999999
47,1,271.40000000000003,0.57,0.57,0.056999999999999995
48,50,304.8,0.99,0.99,0.099
49,65,313.3,0.26,0.26,0.026000000000000002
