id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,53,368.0,0.49,0.49,0.049
1,72,388.5,0.47,0.47,0.047
2,68,365.0,0.87,0.87,0.08700000000000001
3,31,359.5,0.13,0.11,0.013000000000000001
4,46,356.5,0.62,0.62,0.062
5,53,338.0,0.39,0.39,0.03900000000000001
6,52,358.0,0.6,0.6,0.06
7,83,360.5,0.72,0.72,0.072
8,54,340.5,0.13,0.12,0.013000000000000001
9,49,308.5,0.67,0.67,0.067
10,63,319.5,0.23,0.23,0.023000000000000003
11,21,277.5,0.79,0.79,0.07900000000000001
12,19,367.0,0.43,0.43,0.043000000000000003
13,80,348.5,0.67,0.67,0.067
14,40,343.0,0.97,0.97,0.097
15,93,342.0,0.38,0.38,0.038000000000000006
16,95,407.0,0.45,0.45,0.045000000000000005
17,94,388.0,0.5,0.5,0.05
18,40,365.5,0.28,0.28,0.028000000000000004
19,88,442.0,0.51,0.51,0.051000000000000004
