id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,22,322.0,0.9,0.9,0.09000000000000001
1,75,355.5,0.78,0.78,0.07800000000000001
2,86,374.0,0.8,0.8,0.08000000000000002
3,36,340.5,0.91,0.91,0.09100000000000001
4,95,417.5,0.45,0.45,0.045000000000000005
5,9,319.5,0.37,0.37,0.037
6,31,310.0,0.99,0.99,0.099
7,94,364.0,0.27,0.27,0.027000000000000003
8,4,278.5,0.52,0.52,0.052000000000000005
9,97,338.5,0.58,0.58,0.057999999999999996
10,24,274.5,0.29,0.15,0.028999999999999998
11,81,343.5,0.41,0.41,0.041
12,19,308.5,0.99,0.99,0.099
13,85,359.5,0.83,0.83,0.083
14,7,290.5,0.95,0.95,0.095
15,5,342.5,0.91,0.91,0.09100000000000001
16,77,336.5,0.49,0.49,0.049
17,41,309.5,0.89,0.89,0.08900000000000001
18,84,384.0,0.21,0.19,0.021
19,72,391.5,0.8,0.8,0.08000000000000002
20,30,333.0,0.28,0.13,0.028000000000000004
21,97,419.5,0.44,0.44,0.044000000000000004
22,58,331.0,0.91,0.91,0.09100000000000001
23,97,380.5,0.72,0.72,0.072
24,95,414.5,0.97,0.97,0.097
25,58,317.5,0.24,0.24,0.024
26,15,277.5,0.96,0.96,0.096
27,1,296.5,0.73,0.73,0.073
28,100,370.0,0.45,0.45,0.045000000000000005
29,36,394.5,0.95,0.95,0.095
30,7,284.5,0.93,0.93,0.09300000000000001
31,100,430.0,0.21,0.21,0.021
32,55,335.5,0.28,0.22,0.028000000000000004
33,30,327.0,0.36,0.36,0.036
34,80,372.5,0.79,0.79,0.07900000000000001
35,65,350.0,0.36,0.36,0.036
36,2,297.5,0.13,0.13,0.013000000000000001
37,85,371.5,0.43,0.43,0.043000000000000003
38,1,310.0,0.86,0.86,0.08600000000000001
39,67,337.0,0.87,0.87,0.08700000000000001
40,4,286.0,0.78,0.78,0.07800000000000001
41,10,313.0,0.96,0.96,0.096
42,69,315.0,0.72,0.72,0.072
43,73,368.5,0.17,0.12,0.017
44,64,367.0,0.91,0.91,0.09100000000000001
45,20,303.5,0.73,0.73,0.073
46,23,264.5,0.69,0.69,0.06899999999999999
47,80,339.5,0.92,0.92,0.09200000000000001
48,1,271.0,0.98,0.98,0.098
49,57,318.0,0.53,0.53,0.053000000000000005
