id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,16,323.5,0.27,0.27,0.027000000000000003
1,87,373.5,0.27,0.27,0.027000000000000003
2,100,452.5,0.35,0.35,0.034999999999999996
3,41,330.5,0.26,0.22,0.026000000000000002
4,32,284.0,0.28,0.28,0.028000000000000004
5,62,362.0,0.81,0.81,0.08100000000000002
6,89,440.0,0.23,0.12,0.023000000000000003
7,56,360.5,0.69,0.69,0.06899999999999999
8,17,315.5,0.55,0.55,0.05500000000000001
9,17,305.0,0.26,0.16,0.026000000000000002
