machine,id_job0,id_job1,time
0,0,1,5
0,0,5,30
0,0,6,5
0,0,7,5
0,0,8,5
0,0,9,5
0,0,11,5
0,0,14,10
0,0,16,5
0,1,0,10
0,1,1,5
0,1,2,5
0,1,3,30
0,1,8,5
0,1,9,30
0,1,12,10
0,1,13,5
0,1,14,10
0,1,15,10
0,1,16,10
0,1,18,10
0,2,1,5
0,2,2,10
0,2,6,10
0,2,11,5
0,2,12,5
0,2,15,5
0,2,16,5
0,2,17,10
0,2,18,5
0,2,19,10
0,3,0,10
0,3,3,5
0,3,5,5
0,3,8,10
0,3,9,5
0,3,12,30
0,3,14,5
0,3,17,30
0,3,18,5
0,3,19,30
0,4,1,5
0,4,2,5
0,4,3,10
0,4,5,10
0,4,9,5
0,4,10,10
0,4,12,5
0,4,15,10
0,5,0,10
0,5,1,10
0,5,4,5
0,5,6,10
0,5,7,5
0,5,8,5
0,5,10,5
0,5,14,5
0,5,15,5
0,5,18,5
0,5,19,5
0,6,0,5
0,6,1,5
0,6,2,30
0,6,4,10
0,6,6,5
0,6,9,5
0,6,13,5
0,6,15,5
0,6,17,5
0,6,18,5
0,7,0,10
0,7,1,5
0,7,3,10
0,7,5,5
0,7,6,5
0,7,10,10
0,7,13,10
0,7,15,10
0,7,16,5
0,7,17,10
0,7,18,5
0,8,1,30
0,8,2,10
0,8,3,5
0,8,7,5
0,8,8,10
0,8,10,5
0,8,12,30
0,8,13,5
0,8,15,30
0,8,18,5
0,8,19,5
0,9,0,30
0,9,1,5
0,9,4,30
0,9,8,10
0,9,9,10
0,9,12,5
0,9,13,30
0,9,14,5
0,9,15,30
0,9,18,30
0,10,0,5
0,10,2,30
0,10,3,5
0,10,5,5
0,10,6,5
0,10,7,5
0,10,8,5
0,10,9,10
0,10,10,5
0,10,11,5
0,10,12,10
0,10,13,5
0,10,17,5
0,10,19,10
0,11,4,5
0,11,5,5
0,11,6,10
0,11,7,5
0,11,8,10
0,11,9,10
0,11,10,10
0,11,11,5
0,11,13,5
0,11,15,5
0,11,19,10
0,12,0,5
0,12,1,30
0,12,3,5
0,12,5,5
0,12,7,5
0,12,8,5
0,12,9,10
0,12,13,5
0,12,14,5
0,12,16,10
0,12,17,10
0,13,2,10
0,13,4,5
0,13,7,5
0,13,9,10
0,13,11,5
0,13,12,5
0,13,14,5
0,13,15,30
0,13,17,5
0,13,18,10
0,14,2,5
0,14,3,5
