id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,28,320.5,0.35,0.35,0.034999999999999996
1,17,324.5,0.21,0.18,0.021
2,51,378.0,0.86,0.86,0.08600000000000001
3,83,389.0,0.6,0.6,0.06
4,32,341.0,0.59,0.59,0.059
5,88,377.5,0.39,0.39,0.03900000000000001
6,6,294.0,0.41,0.41,0.041
7,0,334.5,0.61,0.61,0.061
8,90,369.0,0.44,0.44,0.044000000000000004
9,65,344.0,0.38,0.38,0.038000000000000006
10,100,395.5,0.57,0.57,0.056999999999999995
11,68,371.0,0.65,0.65,0.065
12,18,304.5,0.66,0.66,0.066
13,18,334.5,0.91,0.91,0.09100000000000001
14,76,371.5,0.34,0.34,0.034
15,6,262.5,0.33,0.33,0.033
16,39,360.0,0.46,0.46,0.046000000000000006
17,64,299.5,0.19,0.18,0.019000000000000003
18,42,343.5,0.51,0.51,0.051000000000000004
19,98,383.0,0.61,0.61,0.061
20,57,337.5,0.29,0.25,0.028999999999999998
21,44,312.5,0.72,0.72,0.072
22,93,382.5,0.73,0.73,0.073
23,59,375.5,0.21,0.21,0.021
24,54,339.0,0.37,0.37,0.037
25,63,331.5,0.87,0.87,0.08700000000000001
26,50,318.5,0.62,0.62,0.062
27,47,371.0,0.89,0.89,0.08900000000000001
28,0,267.0,0.26,0.21,0.026000000000000002
29,12,312.0,0.33,0.33,0.033
30,86,387.5,0.87,0.87,0.08700000000000001
31,36,394.5,0.61,0.61,0.061
32,49,355.0,0.75,0.75,0.07500000000000001
33,34,340.0,0.71,0.71,0.071
34,27,334.5,0.37,0.37,0.037
35,93,384.0,0.27,0.27,0.027000000000000003
36,66,394.5,0.2,0.2,0.020000000000000004
37,63,342.0,0.58,0.58,0.057999999999999996
38,40,329.5,0.3,0.3,0.03
39,88,352.0,0.27,0.17,0.027000000000000003
40,31,307.0,0.33,0.33,0.033
41,32,362.0,0.99,0.99,0.099
42,59,363.5,0.74,0.74,0.074
43,43,346.0,0.27,0.27,0.027000000000000003
44,38,332.0,0.34,0.34,0.034
45,40,304.0,0.53,0.53,0.053000000000000005
46,26,338.0,0.79,0.79,0.07900000000000001
47,27,304.5,0.58,0.58,0.057999999999999996
48,6,300.0,0.27,0.11,0.027000000000000003
49,63,379.5,0.69,0.69,0.06899999999999999
