machine,id_job0,id_job1,time
0,0,4,5
0,0,5,10
0,0,6,5
0,0,7,10
0,0,8,5
0,0,10,5
0,0,14,10
0,0,17,30
0,0,19,5
0,1,0,5
0,1,2,5
0,1,3,5
0,1,7,10
0,1,8,10
0,1,10,5
0,1,13,5
0,1,14,10
0,1,15,5
0,1,17,5
0,2,0,10
0,2,1,10
0,2,4,10
0,2,9,10
0,2,10,5
0,2,11,5
0,2,13,10
0,2,16,5
0,2,17,5
0,2,19,5
0,3,1,10
0,3,2,5
0,3,4,5
0,3,5,5
0,3,7,5
0,3,10,5
0,3,13,5
0,3,14,30
0,3,15,5
0,3,16,5
0,3,17,10
0,3,19,5
0,4,1,5
0,4,2,5
0,4,3,30
0,4,9,10
0,4,11,10
0,4,13,5
0,5,0,5
0,5,1,10
0,5,2,5
0,5,7,10
0,5,8,5
0,5,13,5
0,5,14,10
0,5,15,5
0,5,16,10
0,5,17,5
0,5,19,5
0,6,1,10
0,6,3,5
0,6,4,5
0,6,6,5
0,6,7,5
0,6,9,5
0,6,10,5
0,6,11,30
0,6,14,5
0,6,15,10
0,6,16,5
0,6,17,5
0,6,19,5
0,7,3,10
0,7,5,5
0,7,6,10
0,7,7,5
0,7,8,30
0,7,10,5
0,7,15,30
0,7,16,5
0,7,19,10
0,8,1,10
0,8,4,5
0,8,5,5
0,8,6,5
0,8,7,10
0,8,8,30
0,8,14,5
0,8,16,5
0,8,19,5
0,9,3,10
0,9,4,5
0,9,5,5
0,9,6,10
0,9,7,5
0,9,9,10
0,9,14,5
0,9,15,10
0,9,16,5
0,10,2,10
0,10,3,5
0,10,5,5
0,10,6,10
0,10,7,5
0,10,11,5
0,10,13,5
0,10,14,5
0,10,15,10
0,11,0,10
0,11,4,5
0,11,5,5
0,11,6,5
0,11,8,10
0,11,9,5
0,11,10,5
0,11,11,10
0,11,13,10
0,11,14,5
0,11,16,10
0,13,1,5
0,13,3,10
0,13,4,5
0,13,6,5
0,13,7,5
0,13,8,10
0,13,15,5
0,13,16,10
0,13,17,5
0,13,19,5
0,14,0,5
0,14,1,5
0,14,3,5
0,14,4,5
0,14,5,5
0,14,11,5
0,15,0,5
0,15,3,5
0,15,7,10
0,15,8,30
0,15,9,5
0,15,10,5
0,15,15,5
0,15,16,5
0,15,19,5
