id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,65,386.0,0.92,0.92,0.09200000000000001
1,70,365.5,0.27,0.27,0.027000000000000003
2,57,312.0,0.4,0.4,0.04000000000000001
3,60,334.5,0.17,0.17,0.017
4,84,388.5,0.77,0.77,0.07700000000000001
5,51,324.0,0.8,0.8,0.08000000000000002
6,92,332.0,0.2,0.2,0.020000000000000004
7,30,381.0,0.44,0.44,0.044000000000000004
8,97,389.5,0.33,0.33,0.033
9,29,350.0,0.73,0.73,0.073
10,54,354.0,0.11,0.11,0.011000000000000001
11,76,334.0,0.71,0.71,0.071
12,61,346.0,0.23,0.23,0.023000000000000003
13,26,329.0,0.8,0.8,0.08000000000000002
14,31,313.0,0.91,0.91,0.09100000000000001
15,62,354.5,0.2,0.2,0.020000000000000004
16,96,384.0,0.43,0.43,0.043000000000000003
17,78,385.5,0.46,0.46,0.046000000000000006
18,94,445.0,0.62,0.62,0.062
19,68,363.5,0.45,0.45,0.045000000000000005
20,63,396.0,0.58,0.58,0.057999999999999996
21,0,286.5,0.72,0.72,0.072
22,65,384.5,0.92,0.92,0.09200000000000001
23,72,337.5,0.97,0.97,0.097
24,36,325.5,0.48,0.48,0.048
25,99,426.0,0.27,0.27,0.027000000000000003
26,34,358.0,0.41,0.41,0.041
27,80,372.5,0.77,0.77,0.07700000000000001
28,8,294.5,0.15,0.15,0.015
29,89,443.0,0.62,0.62,0.062
30,48,330.0,0.98,0.98,0.098
31,13,299.5,0.8,0.8,0.08000000000000002
32,73,344.5,0.71,0.71,0.071
33,98,354.5,0.23,0.23,0.023000000000000003
34,94,365.5,0.69,0.69,0.06899999999999999
35,10,350.5,0.48,0.48,0.048
36,76,385.0,0.38,0.38,0.038000000000000006
37,10,278.5,0.38,0.38,0.038000000000000006
38,39,313.5,0.51,0.51,0.051000000000000004
39,80,365.0,0.19,0.19,0.019000000000000003
40,93,372.0,0.4,0.4,0.04000000000000001
41,87,393.0,0.56,0.56,0.05600000000000001
42,88,409.0,0.77,0.77,0.07700000000000001
43,49,302.5,0.21,0.21,0.021
44,36,327.0,0.99,0.99,0.099
45,25,275.5,0.14,0.14,0.014000000000000002
46,87,369.0,0.32,0.32,0.032
47,49,343.0,0.41,0.41,0.041
48,51,333.0,0.66,0.66,0.066
49,75,400.5,0.9,0.9,0.09000000000000001
