machine,id_job0,id_job1,time
0,0,0,30
0,0,2,5
0,0,3,5
0,0,6,5
0,0,7,5
0,0,9,10
0,0,10,5
0,0,11,5
0,0,13,5
0,0,15,30
0,0,17,30
0,0,18,5
0,0,19,5
0,0,21,10
0,0,26,5
0,0,27,5
0,0,30,30
0,0,31,30
0,0,32,10
0,0,34,10
0,0,36,5
0,0,38,5
0,0,42,30
0,0,49,10
0,1,2,30
0,1,3,10
0,1,4,10
0,1,6,10
0,1,12,5
0,1,16,5
0,1,18,5
0,1,20,10
0,1,21,30
0,1,22,30
0,1,24,5
0,1,25,10
0,1,26,5
0,1,27,10
0,1,33,5
0,1,34,5
0,1,36,5
0,1,38,5
0,1,40,10
0,1,46,5
0,2,5,5
0,2,6,5
0,2,8,10
0,2,11,5
0,2,13,5
0,2,15,5
0,2,22,30
0,2,24,30
0,2,25,5
0,2,26,5
0,2,28,10
0,2,29,10
0,2,37,5
0,2,41,10
0,2,42,5
0,2,46,5
0,2,48,10
0,2,49,30
0,3,0,5
0,3,1,10
0,3,6,5
0,3,8,5
0,3,10,5
0,3,12,5
0,3,13,10
0,3,16,5
0,3,17,5
0,3,21,5
0,3,24,30
0,3,25,5
0,3,26,5
0,3,27,5
0,3,29,5
0,3,30,30
0,3,32,5
0,3,34,5
0,3,35,30
0,3,36,5
0,3,40,5
0,3,47,10
0,3,48,5
0,3,49,30
0,4,0,5
0,4,1,5
0,4,2,5
0,4,4,5
0,4,5,30
0,4,7,10
0,4,9,5
0,4,14,10
0,4,17,5
0,4,19,5
0,4,21,10
0,4,24,10
0,4,25,5
0,4,28,5
0,4,32,5
0,4,34,5
0,4,37,10
0,4,38,10
0,4,39,10
0,4,40,10
0,4,47,30
0,5,0,5
0,5,3,30
0,5,5,5
0,5,7,5
0,5,9,5
0,5,10,10
0,5,11,5
0,5,12,5
0,5,16,5
0,5,18,5
0,5,19,5
0,5,24,10
0,5,25,5
0,5,27,30
0,5,28,5
0,5,31,10
0,5,33,5
0,5,35,5
0,5,38,5
0,5,39,5
0,5,40,5
0,5,41,10
0,5,42,30
0,5,46,30
0,5,49,10
0,6,0,10
0,6,4,5
0,6,6,10
0,6,7,10
0,6,15,5
0,6,18,10
0,6,19,5
0,6,20,5
0,6,21,10
0,6,22,30
0,6,24,5
0,6,30,10
0,6,32,5
0,6,33,5
0,6,34,10
0,6,38,10
0,6,39,5
0,6,41,30
0,6,42,5
0,6,47,5
0,6,48,5
0,7,0,5
0,7,1,10
0,7,2,10
0,7,4,5
0,7,5,5
0,7,8,5
0,7,9,5
0,7,10,5
0,7,11,30
0,7,14,5
0,7,19,5
0,7,20,10
0,7,21,10
0,7,24,5
0,7,26,5
0,7,27,5
0,7,28,5
0,7,29,5
0,7,32,5
0,7,33,10
0,7,36,5
0,7,37,5
0,7,38,10
0,7,39,5
0,7,41,10
0,7,44,10
0,7,46,10
0,7,48,5
0,7,49,5
0,8,1,10
0,8,5,10
0,8,6,5
0,8,7,10
0,8,8,5
0,8,10,10
0,8,14,5
0,8,16,10
0,8,18,5
0,8,21,5
0,8,25,10
0,8,27,5
0,8,32,5
0,8,36,10
0,8,38,5
0,8,39,5
0,8,40,5
0,8,41,5
0,8,44,5
0,9,1,5
0,9,2,10
0,9,5,5
0,9,6,5
0,9,7,10
0,9,8,5
0,9,10,30
0,9,14,10
0,9,18,10
0,9,19,10
0,9,24,5
0,9,26,10
0,9,31,10
0,9,33,10
0,9,34,5
0,9,35,5
0,9,38,5
0,9,40,5
0,9,41,5
0,9,44,10
0,9,47,5
0,9,49,5
0,10,0,5
0,10,1,5
0,10,2,5
0,10,3,5
0,10,4,10
0,10,5,10
0,10,8,5
0,10,12,10
0,10,13,5
0,10,14,10
0,10,15,5
0,10,16,30
0,10,17,5
0,10,18,5
0,10,22,5
0,10,24,30
0,10,25,10
0,10,26,5
0,10,33,5
0,10,34,10
0,10,35,5
0,10,38,10
0,10,39,5
0,10,40,5
0,10,42,5
0,10,46,5
0,10,47,5
0,11,0,10
0,11,1,10
0,11,2,10
0,11,3,5
0,11,4,10
0,11,6,5
0,11,8,30
0,11,10,5
0,11,11,10
0,11,12,5
0,11,13,10
0,11,16,5
0,11,17,30
0,11,19,10
0,11,20,10
0,11,21,10
0,11,22,5
0,11,26,5
0,11,27,5
0,11,28,10
0,11,32,5
0,11,36,5
0,11,38,5
