machine,id_job0,id_job1,time
0,0,0,10
0,0,3,5
0,1,0,10
0,1,2,10
0,2,0,10
0,2,1,5
0,2,2,10
0,2,3,10
0,3,2,10
0,3,3,10
0,4,0,10
0,4,1,10
1,0,0,5
1,0,2,5
1,0,4,5
1,2,2,10
1,2,3,5
1,2,4,5
1,3,0,10
1,3,3,30
1,4,2,5
1,4,4,5
2,0,0,5
2,0,2,5
2,0,3,5
2,0,4,5
2,1,2,5
2,1,3,5
2,2,1,30
2,2,2,5
2,2,3,5
2,2,4,5
2,3,3,5
2,4,1,5
2,4,3,5
2,4,4,5
3,0,3,5
3,0,4,30
3,1,4,10
3,2,0,5
3,2,1,5
3,2,4,5
3,3,0,5
3,3,3,10
3,4,2,10
4,0,4,5
4,1,1,5
4,2,2,10
4,2,4,5
4,4,0,5
5,0,1,5
5,0,4,5
5,1,1,5
5,1,2,5
5,1,4,10
5,2,0,10
5,2,1,5
5,2,4,30
5,4,2,30
5,4,4,10
6,0,1,5
6,0,2,5
6,1,1,10
6,1,2,5
6,1,3,5
6,1,4,10
6,2,0,5
6,2,1,10
6,3,4,5
6,4,2,5
6,4,3,10
6,4,4,10
7,0,0,10
7,0,2,10
7,1,0,30
7,1,1,5
7,2,3,5
7,3,1,10
7,3,4,5
8,0,0,5
8,0,1,10
8,0,4,10
8,1,0,5
8,1,1,5
8,2,2,5
8,2,4,5
8,3,1,30
8,3,2,10
8,4,0,10
8,4,2,10
8,4,3,5
9,0,0,5
9,1,3,5
9,1,4,10
9,2,1,5
9,2,2,10
9,2,4,10
9,3,2,10
9,3,3,5
9,4,3,10
