id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,65,331.5,0.34,0.34,0.034
1,91,310.70000000000005,0.94,0.94,0.094
2,6,284.2,0.37,0.37,0.037
3,65,309.4,0.12,0.11,0.012
4,95,378.40000000000003,0.3,0.3,0.03
5,89,330.8,0.49,0.49,0.049
6,38,296.7,0.6,0.6,0.06
7,54,320.5,0.31,0.31,0.031
8,79,336.40000000000003,0.36,0.36,0.036
9,40,322.1,0.75,0.75,0.07500000000000001
10,16,247.4,0.3,0.28,0.03
11,58,306.3,0.93,0.93,0.09300000000000001
12,7,233.20000000000002,0.45,0.45,0.045000000000000005
13,58,302.4,0.76,0.76,0.07600000000000001
14,69,343.3,0.54,0.54,0.054000000000000006
15,20,267.0,0.82,0.82,0.082
16,2,252.9,0.13,0.13,0.013000000000000001
17,53,319.5,0.38,0.38,0.038000000000000006
18,2,267.2,0.55,0.55,0.05500000000000001
19,18,311.8,0.19,0.19,0.019000000000000003
