id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,55,379.0,0.66,0.66,0.066
1,27,306.0,0.43,0.43,0.043000000000000003
2,73,380.5,0.66,0.66,0.066
3,23,330.5,0.66,0.66,0.066
4,36,391.5,0.75,0.75,0.07500000000000001
5,29,407.0,0.36,0.36,0.036
6,2,263.0,0.76,0.76,0.07600000000000001
7,82,370.0,0.61,0.61,0.061
8,52,380.5,0.26,0.26,0.026000000000000002
9,18,349.5,0.39,0.39,0.03900000000000001
10,49,374.5,0.51,0.51,0.051000000000000004
11,20,270.5,0.46,0.46,0.046000000000000006
12,73,352.0,0.34,0.34,0.034
13,46,320.5,0.68,0.68,0.068
14,63,388.5,1.0,1.0,0.1
15,70,376.0,0.39,0.39,0.03900000000000001
16,90,367.5,0.74,0.74,0.074
17,50,333.5,0.79,0.79,0.07900000000000001
18,37,332.5,0.38,0.38,0.038000000000000006
19,22,356.5,0.49,0.49,0.049
20,32,363.5,0.17,0.17,0.017
21,23,296.0,0.65,0.65,0.065
22,23,332.0,0.67,0.67,0.067
23,70,409.0,0.82,0.82,0.082
24,25,292.0,0.87,0.87,0.08700000000000001
25,74,402.5,0.59,0.59,0.059
26,95,369.5,0.5,0.5,0.05
27,27,264.0,0.86,0.86,0.08600000000000001
28,79,361.0,0.81,0.81,0.08100000000000002
29,87,361.5,0.13,0.13,0.013000000000000001
30,84,348.0,0.43,0.43,0.043000000000000003
31,58,337.0,0.58,0.58,0.057999999999999996
32,39,324.0,0.92,0.92,0.09200000000000001
33,14,342.5,0.45,0.45,0.045000000000000005
34,83,372.5,0.47,0.47,0.047
35,47,353.0,0.46,0.46,0.046000000000000006
36,78,313.5,0.6,0.6,0.06
37,97,383.5,0.47,0.47,0.047
38,97,365.5,0.28,0.28,0.028000000000000004
39,62,345.5,0.71,0.71,0.071
40,71,353.0,0.81,0.81,0.08100000000000002
41,23,324.5,0.73,0.73,0.073
42,68,359.0,0.32,0.32,0.032
43,98,362.0,0.65,0.65,0.065
44,16,308.5,0.48,0.48,0.048
45,29,320.0,0.49,0.49,0.049
46,23,287.0,0.13,0.13,0.013000000000000001
47,31,290.5,0.9,0.9,0.09000000000000001
48,48,381.0,0.38,0.38,0.038000000000000006
49,35,320.0,0.2,0.2,0.020000000000000004
