id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,76,343.8,0.17,0.17,0.017
1,61,321.0,0.72,0.72,0.072
2,35,309.3,0.18,0.18,0.018
3,98,358.0,0.37,0.37,0.037
4,3,220.1,0.91,0.91,0.09100000000000001
5,57,285.8,0.98,0.98,0.098
6,13,318.5,0.54,0.54,0.054000000000000006
7,66,309.1,0.38,0.38,0.038000000000000006
8,52,344.5,0.15,0.15,0.015
9,95,331.6,0.32,0.32,0.032
10,48,279.4,0.86,0.86,0.08600000000000001
11,14,310.40000000000003,0.27,0.27,0.027000000000000003
12,38,262.9,0.83,0.83,0.083
13,36,288.20000000000005,0.55,0.55,0.05500000000000001
14,47,321.3,0.64,0.64,0.064
15,65,318.5,0.28,0.28,0.028000000000000004
16,16,255.20000000000002,0.64,0.64,0.064
17,30,278.3,0.75,0.75,0.07500000000000001
18,19,263.4,0.43,0.43,0.043000000000000003
19,48,300.20000000000005,0.77,0.77,0.07700000000000001
20,1,249.3,0.81,0.81,0.08100000000000002
21,96,358.6,0.88,0.88,0.08800000000000001
22,62,329.8,0.69,0.69,0.06899999999999999
23,32,242.6,0.59,0.59,0.059
24,50,338.6,0.8,0.8,0.08000000000000002
25,33,294.3,0.5,0.5,0.05
26,76,304.8,0.38,0.38,0.038000000000000006
27,26,315.90000000000003,0.88,0.88,0.08800000000000001
28,7,241.0,0.85,0.85,0.085
29,12,255.1,0.8,0.8,0.08000000000000002
30,65,299.0,0.77,0.77,0.07700000000000001
31,85,355.40000000000003,0.55,0.55,0.05500000000000001
32,90,331.8,0.65,0.65,0.065
33,69,312.1,0.61,0.61,0.061
34,18,257.20000000000005,0.69,0.69,0.06899999999999999
35,80,360.8,0.51,0.51,0.051000000000000004
36,60,308.3,0.79,0.79,0.07900000000000001
37,38,264.20000000000005,0.9,0.9,0.09000000000000001
38,34,269.3,0.59,0.59,0.059
39,43,330.3,0.34,0.34,0.034
40,35,293.7,0.86,0.86,0.08600000000000001
41,50,277.5,0.96,0.96,0.096
42,54,297.1,0.42,0.42,0.042
43,96,344.3,0.35,0.35,0.034999999999999996
44,75,338.90000000000003,0.64,0.64,0.064
45,17,310.8,0.97,0.97,0.097
46,16,259.1,0.11,0.11,0.011000000000000001
47,86,374.6,0.4,0.4,0.04000000000000001
48,46,307.3,0.1,0.1,0.010000000000000002
49,31,301.40000000000003,0.14,0.14,0.014000000000000002
