id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,60,321.3,0.16,0.16,0.016
1,36,268.70000000000005,0.5,0.5,0.05
2,71,345.3,0.16,0.16,0.016
3,14,268.8,0.98,0.98,0.098
4,94,344.9,0.24,0.24,0.024
5,20,290.40000000000003,0.19,0.19,0.019000000000000003
6,85,306.0,0.26,0.26,0.026000000000000002
7,87,332.70000000000005,0.15,0.15,0.015
8,32,284.20000000000005,0.46,0.46,0.046000000000000006
9,38,274.6,0.68,0.68,0.068
10,21,275.8,0.66,0.66,0.066
11,78,323.70000000000005,0.51,0.51,0.051000000000000004
12,43,297.8,0.82,0.82,0.082
13,65,331.5,0.66,0.66,0.066
14,96,391.1,0.47,0.47,0.047
15,8,271.90000000000003,0.33,0.33,0.033
16,69,361.5,0.74,0.74,0.074
17,87,304.1,0.41,0.41,0.041
18,25,298.0,0.91,0.91,0.09100000000000001
19,92,340.3,0.29,0.29,0.028999999999999998
20,86,361.6,0.4,0.4,0.04000000000000001
21,98,372.3,0.3,0.3,0.03
22,88,353.2,0.14,0.14,0.014000000000000002
23,78,309.4,0.61,0.61,0.061
24,28,303.6,0.45,0.45,0.045000000000000005
25,26,299.0,0.32,0.32,0.032
26,72,361.90000000000003,0.61,0.61,0.061
27,83,361.2,0.77,0.77,0.07700000000000001
28,33,348.90000000000003,0.78,0.78,0.07800000000000001
29,22,293.7,0.23,0.23,0.023000000000000003
30,33,237.1,0.81,0.81,0.08100000000000002
31,53,353.3,0.68,0.68,0.068
32,6,275.1,0.5,0.5,0.05
33,48,301.5,0.93,0.93,0.09300000000000001
34,40,314.3,0.21,0.21,0.021
35,72,333.3,0.35,0.35,0.034999999999999996
36,4,247.1,0.87,0.87,0.08700000000000001
37,35,252.1,0.62,0.62,0.062
38,93,353.0,0.77,0.77,0.07700000000000001
39,67,291.9,0.48,0.48,0.048
40,46,268.3,0.86,0.86,0.08600000000000001
41,44,250.70000000000002,0.35,0.35,0.034999999999999996
42,24,260.6,0.31,0.31,0.031
43,64,314.9,0.27,0.27,0.027000000000000003
44,72,356.7,0.33,0.33,0.033
45,45,280.3,0.91,0.91,0.09100000000000001
46,3,248.70000000000002,0.29,0.29,0.028999999999999998
47,70,352.1,0.28,0.28,0.028000000000000004
48,18,297.5,0.72,0.72,0.072
49,14,276.6,0.12,0.12,0.012
