id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,10,293.40000000000003,0.28,0.28,0.028000000000000004
1,46,332.0,0.25,0.25,0.025
2,64,330.5,0.1,0.1,0.010000000000000002
3,55,295.5,0.52,0.52,0.052000000000000005
4,10,254.4,0.25,0.25,0.025
5,31,296.2,0.92,0.92,0.09200000000000001
6,10,251.8,0.17,0.17,0.017
7,26,312.0,0.8,0.8,0.08000000000000002
8,26,265.20000000000005,0.73,0.73,0.073
9,34,309.6,0.66,0.66,0.066
10,92,337.70000000000005,0.52,0.52,0.052000000000000005
11,98,369.7,0.96,0.96,0.096
12,59,268.3,0.16,0.16,0.016
13,55,295.5,0.38,0.38,0.038000000000000006
14,14,255.8,0.76,0.76,0.07600000000000001
15,65,308.1,0.22,0.22,0.022000000000000002
16,82,338.1,0.5,0.5,0.05
17,5,258.5,0.33,0.33,0.033
18,100,319.70000000000005,0.42,0.42,0.042
19,71,376.5,0.33,0.33,0.033
