id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,49,290.8,0.2,0.19,0.020000000000000004
1,81,331.9,0.5,0.5,0.05
2,65,335.40000000000003,0.59,0.59,0.059
3,28,285.40000000000003,0.45,0.45,0.045000000000000005
4,77,351.3,0.34,0.34,0.034
5,25,251.20000000000002,0.56,0.56,0.05600000000000001
6,91,336.70000000000005,0.52,0.52,0.052000000000000005
7,41,263.3,0.53,0.53,0.053000000000000005
8,33,332.0,0.42,0.42,0.042
9,90,322.70000000000005,0.57,0.57,0.056999999999999995
10,37,303.5,0.19,0.12,0.019000000000000003
11,84,327.1,0.32,0.32,0.032
12,38,325.3,0.12,0.12,0.012
13,6,198.4,0.34,0.34,0.034
14,66,337.7,0.27,0.27,0.027000000000000003
15,46,272.20000000000005,0.57,0.57,0.056999999999999995
16,18,287.1,0.71,0.71,0.071
17,17,300.40000000000003,0.61,0.61,0.061
18,40,301.3,0.73,0.73,0.073
19,60,265.4,0.3,0.3,0.03
20,49,285.6,0.7,0.7,0.06999999999999999
21,93,312.70000000000005,0.75,0.75,0.07500000000000001
22,71,277.70000000000005,0.26,0.26,0.026000000000000002
23,18,242.9,0.85,0.85,0.085
24,32,279.0,0.77,0.77,0.07700000000000001
25,57,323.5,0.43,0.43,0.043000000000000003
26,17,244.5,0.72,0.72,0.072
27,91,399.1,0.95,0.95,0.095
28,50,324.3,0.59,0.59,0.059
29,82,360.2,0.86,0.86,0.08600000000000001
30,32,284.20000000000005,0.38,0.38,0.038000000000000006
31,95,370.6,0.47,0.47,0.047
32,77,348.7,0.23,0.23,0.023000000000000003
33,41,328.3,0.93,0.93,0.09300000000000001
34,44,288.4,0.74,0.74,0.074
35,22,278.1,0.49,0.49,0.049
36,21,274.5,0.3,0.3,0.03
37,80,295.8,0.9,0.9,0.09000000000000001
38,95,369.3,0.66,0.66,0.066
39,97,324.5,0.97,0.97,0.097
40,5,261.1,0.27,0.27,0.027000000000000003
41,39,302.90000000000003,0.33,0.33,0.033
42,32,258.20000000000005,0.83,0.83,0.083
43,70,333.90000000000003,0.35,0.35,0.034999999999999996
44,15,304.90000000000003,0.66,0.66,0.066
45,17,273.1,0.26,0.26,0.026000000000000002
46,20,265.70000000000005,0.74,0.74,0.074
47,9,241.70000000000002,0.83,0.83,0.083
48,17,300.40000000000003,0.65,0.65,0.065
49,63,295.70000000000005,0.6,0.6,0.06
