id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,24,265.8,0.3,0.3,0.03
1,92,305.20000000000005,0.69,0.69,0.06899999999999999
2,57,296.20000000000005,0.83,0.83,0.083
3,78,325.0,0.88,0.88,0.08800000000000001
4,36,263.5,0.14,0.14,0.014000000000000002
5,16,259.1,0.6,0.6,0.06
6,50,263.20000000000005,0.63,0.63,0.063
7,31,298.8,0.22,0.22,0.022000000000000002
8,47,275.8,0.99,0.99,0.099
9,52,267.8,0.69,0.69,0.06899999999999999
10,92,327.3,0.17,0.11,0.017
11,94,339.70000000000005,0.84,0.84,0.084
12,86,316.1,0.24,0.24,0.024
13,40,324.7,0.21,0.13,0.021
14,97,351.8,0.92,0.92,0.09200000000000001
15,86,343.40000000000003,0.87,0.87,0.08700000000000001
16,82,316.0,0.49,0.49,0.049
17,95,293.9,0.55,0.55,0.05500000000000001
18,33,319.0,0.68,0.68,0.068
19,12,275.90000000000003,0.69,0.69,0.06899999999999999
