id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,13,258.70000000000005,0.32,0.32,0.032
1,18,281.90000000000003,0.86,0.86,0.08600000000000001
2,94,356.6,0.51,0.51,0.051000000000000004
3,41,255.5,0.48,0.48,0.048
4,40,287.0,0.33,0.33,0.033
5,73,330.40000000000003,0.11,0.11,0.011000000000000001
6,84,338.8,0.66,0.66,0.066
7,29,292.90000000000003,0.52,0.52,0.052000000000000005
8,70,294.9,0.55,0.55,0.05500000000000001
9,66,366.3,0.63,0.63,0.063
10,65,308.1,0.63,0.63,0.063
11,7,238.4,0.56,0.56,0.05600000000000001
12,63,303.5,0.36,0.36,0.036
13,49,319.40000000000003,0.68,0.68,0.068
14,25,294.1,0.9,0.9,0.09000000000000001
15,92,344.20000000000005,0.12,0.12,0.012
16,76,355.5,0.74,0.74,0.074
17,88,355.8,0.79,0.79,0.07900000000000001
18,4,257.5,0.24,0.24,0.024
19,35,291.1,0.54,0.54,0.054000000000000006
