id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,32,350.0,0.54,0.54,0.054000000000000006
1,64,376.0,0.14,0.14,0.014000000000000002
2,5,269.0,0.91,0.91,0.09100000000000001
3,54,336.0,0.37,0.37,0.037
4,60,351.0,0.84,0.84,0.084
5,51,309.0,0.64,0.64,0.064
6,26,360.5,0.85,0.85,0.085
7,58,370.0,0.38,0.38,0.038000000000000006
8,28,320.5,0.54,0.54,0.054000000000000006
9,15,295.5,0.28,0.28,0.028000000000000004
10,15,262.5,0.91,0.91,0.09100000000000001
11,94,362.5,0.85,0.85,0.085
12,55,335.5,0.19,0.19,0.019000000000000003
13,11,287.0,0.59,0.59,0.059
14,50,359.0,0.4,0.4,0.04000000000000001
15,53,299.0,0.2,0.16,0.020000000000000004
16,63,366.0,0.99,0.99,0.099
17,95,345.5,0.89,0.89,0.08900000000000001
18,6,301.5,0.79,0.79,0.07900000000000001
19,76,323.5,0.59,0.59,0.059
20,80,350.0,0.78,0.78,0.07800000000000001
21,75,372.0,0.9,0.9,0.09000000000000001
22,74,330.5,0.42,0.42,0.042
23,33,337.5,0.58,0.58,0.057999999999999996
24,53,360.5,0.48,0.48,0.048
25,16,328.0,0.39,0.39,0.03900000000000001
26,76,344.5,0.47,0.47,0.047
27,72,391.5,0.69,0.69,0.06899999999999999
28,37,284.5,0.55,0.55,0.05500000000000001
29,29,323.0,0.73,0.73,0.073
30,36,312.0,0.83,0.83,0.083
31,40,347.5,0.71,0.71,0.071
32,14,269.0,0.65,0.65,0.065
33,63,351.0,0.88,0.88,0.08800000000000001
34,87,361.5,0.63,0.63,0.063
35,67,388.0,0.4,0.4,0.04000000000000001
36,53,281.0,0.39,0.39,0.03900000000000001
37,97,424.0,0.78,0.78,0.07800000000000001
38,70,392.5,0.23,0.23,0.023000000000000003
39,51,385.5,0.39,0.39,0.03900000000000001
40,7,290.5,0.29,0.29,0.028999999999999998
41,41,329.0,0.77,0.77,0.07700000000000001
42,35,360.5,0.92,0.92,0.09200000000000001
43,73,383.5,0.37,0.37,0.037
44,33,331.5,0.37,0.37,0.037
45,47,321.5,0.71,0.71,0.071
46,40,253.0,0.29,0.18,0.028999999999999998
47,32,272.0,0.76,0.76,0.07600000000000001
48,46,331.0,0.25,0.25,0.025
49,5,299.0,0.9,0.9,0.09000000000000001
