id_job,release_date,due_date,earliness_penalty,tardiness_penalty,flow_time_penalty
0,5,265.0,0.35,0.35,0.034999999999999996
1,50,298.3,0.16,0.16,0.016
2,71,289.4,0.37,0.37,0.037
3,62,353.2,0.41,0.41,0.041
4,33,304.7,0.66,0.66,0.066
5,15,295.8,0.55,0.55,0.05500000000000001
6,16,209.70000000000002,0.34,0.34,0.034
7,62,332.40000000000003,0.35,0.35,0.034999999999999996
8,97,336.20000000000005,0.85,0.85,0.085
9,49,275.20000000000005,0.35,0.35,0.034999999999999996
10,93,323.1,0.98,0.98,0.098
11,68,325.40000000000003,0.99,0.99,0.099
12,14,218.1,0.77,0.77,0.07700000000000001
13,86,295.3,0.19,0.17,0.019000000000000003
14,41,298.40000000000003,0.18,0.18,0.018
15,20,289.1,0.26,0.26,0.026000000000000002
16,31,268.9,0.69,0.69,0.06899999999999999
17,29,274.70000000000005,0.51,0.51,0.051000000000000004
18,74,336.6,0.97,0.97,0.097
19,28,278.9,0.21,0.17,0.021
