machine,id_job0,id_job1,time
0,0,0,10
0,0,2,5
0,0,6,5
0,0,12,5
0,0,13,10
0,0,14,30
0,0,16,5
0,0,18,5
0,1,1,5
0,1,5,5
0,1,8,10
0,1,9,10
0,1,11,10
0,1,15,5
0,1,17,5
0,1,19,5
0,2,0,5
0,2,1,5
0,2,15,5
0,2,16,30
0,2,17,5
0,2,18,5
0,2,19,5
0,3,1,5
0,3,6,5
0,3,12,5
0,3,13,5
0,3,15,5
0,3,16,5
0,3,19,5
0,4,0,5
0,4,5,10
0,4,6,5
0,4,11,10
0,4,12,5
0,4,15,10
0,4,16,5
0,4,17,5
0,4,18,5
0,4,19,30
0,5,2,5
0,5,4,10
0,5,8,5
0,5,9,5
0,5,11,5
0,5,12,5
0,5,14,5
0,5,15,5
0,5,17,5
0,6,0,30
0,6,1,5
0,6,2,5
0,6,3,5
0,6,4,10
0,6,9,5
0,6,11,30
0,6,12,5
0,6,13,30
0,6,14,5
0,6,17,10
0,6,18,5
0,8,0,5
0,8,1,10
0,8,3,5
0,8,9,5
0,8,13,5
0,8,15,5
0,8,17,10
0,8,19,5
0,9,0,30
0,9,2,5
0,9,3,5
0,9,4,5
0,9,5,5
0,9,9,5
0,9,11,10
0,9,12,5
0,9,15,10
0,9,16,5
0,11,1,10
0,11,3,5
0,11,4,10
0,11,11,10
0,11,12,5
0,11,15,5
0,11,16,10
0,11,17,5
0,12,1,5
0,12,4,5
0,12,8,30
0,12,13,5
0,12,15,30
0,12,18,5
0,12,19,5
0,13,0,10
0,13,1,5
0,13,2,5
0,13,3,5
0,13,5,5
0,13,6,10
0,13,9,30
0,13,11,5
0,13,12,10
0,13,13,5
0,13,14,5
0,13,15,5
0,13,16,5
0,13,17,30
0,13,18,5
0,14,0,10
0,14,2,5
0,14,3,5
0,14,5,5
0,14,6,5
0,14,9,30
0,14,12,10
0,14,13,5
0,14,14,5
0,14,15,5
0,15,0,10
0,15,1,5
0,15,4,5
0,15,6,30
0,15,8,30
0,15,9,10
0,15,12,30
0,15,16,5
0,15,17,5
0,15,19,10
0,16,2,10
0,16,4,30
0,16,8,5
0,16,9,30
0,16,13,5
0,16,15,5
0,16,18,5
0,16,19,10
0,17,0,10
0,17,1,5
0,17,2,5
0,17,13,5
0,17,15,30
0,17,16,5
0,17,18,5
0,18,2,5
0,18,4,10
0,18,5,10
0,18,6,10
0,18,9,5
0,18,11,30
0,18,12,10
0,18,13,5
0,18,14,5
0,18,15,5
0,18,16,10
0,18,19,10
0,19,0,5
0,19,1,30
0,19,3,5
0,19,4,10
0,19,5,10
0,19,6,10
0,19,9,5
0,19,12,10
0,19,13,5
0,19,16,5
0,19,17,30
0,19,18,10
1,0,0,5
1,0,1,10
1,0,2,5
1,0,5,5
1,0,6,5
1,0,9,10
1,0,12,10
1,0,13,30
1,0,14,5
1,0,15,5
1,0,16,5
1,0,18,10
1,0,19,30
1,1,6,5
1,1,8,5
1,1,9,10
1,1,12,10
1,1,14,5
1,1,15,30
1,1,16,10
1,1,18,10
1,1,19,10
1,2,1,10
1,2,5,5
1,2,6,5
1,2,10,5
1,2,11,5
1,2,12,5
1,2,13,10
1,2,14,5
1,2,18,10
1,5,0,10
1,5,2,10
1,5,8,5
1,5,12,5
1,5,14,10
1,5,17,5
1,5,18,5
1,6,0,5
1,6,2,5
1,6,8,5
1,6,9,10
1,6,10,10
1,6,12,5
1,6,13,5
1,6,14,10
1,6,18,10
1,8,0,5
1,8,2,10
1,8,5,30
1,8,6,10
1,8,9,10
1,8,10,5
1,8,12,5
1,8,13,30
1,8,14,5
1,9,5,5
1,9,12,5
1,9,15,5
1,9,16,10
1,9,18,5
1,10,1,10
1,10,6,5
1,10,12,10
1,10,13,5
1,10,16,5
1,11,0,30
1,11,5,5
1,11,6,5
1,11,8,10
1,11,11,5
1,11,15,5
1,11,17,5
1,12,0,5
1,12,8,5
1,12,9,30
1,12,10,5
1,12,12,5
1,12,15,5
1,12,18,5
1,13,1,10
1,13,5,10
1,13,6,5
1,13,11,5
1,13,12,10
1,14,0,10
1,14,1,10
1,14,2,5
1,14,8,5
1,14,11,5
1,14,14,5
1,14,15,5
1,14,18,5
1,14,19,5
1,15,1,10
1,15,6,5
1,15,8,5
1,15,10,5
1,15,11,10
1,15,13,5
1,15,15,5
1,15,17,5
1,15,18,5
1,16,5,5
1,16,10,10
1,16,11,30
1,16,16,5
1,16,18,5
1,16,19,5
1,17,0,5
1,17,2,5
1,17,5,5
1,17,6,10
1,17,8,5
1,17,10,30
1,17,13,5
1,17,15,30
1,17,17,5
1,17,18,5
1,18,0,5
1,18,1,10
1,18,2,5
1,18,5,30
1,18,9,10
1,18,16,5
1,18,18,5
1,18,19,5
1,19,1,30
1,19,8,5
1,19,10,30
1,19,11,5
1,19,15,5
1,19,17,30
1,19,18,5
1,19,19,5
2,0,0,10
2,0,8,5
2,0,10,10
2,0,12,5
2,0,13,5
2,0,15,5
2,0,16,5
2,1,0,10
2,1,1,5
2,1,3,10
2,1,5,10
2,1,6,10
2,1,7,5
2,1,8,10
2,1,9,10
2,1,10,5
2,1,11,5
2,1,15,30
2,1,16,5
2,1,17,5
2,1,18,5
2,2,0,5
2,2,7,5
2,2,11,5
2,2,13,10
2,2,16,5
2,2,17,5
2,3,2,10
2,3,5,5
2,3,6,10
2,3,7,5
2,3,11,5
2,3,13,10
2,3,18,5
2,3,19,5
2,5,0,10
2,5,2,5
2,5,3,30
2,5,5,5
2,5,7,30
2,5,11,5
2,5,12,5
2,5,13,30
2,5,16,5
2,5,17,5
2,6,1,5
2,6,2,5
2,6,5,10
2,6,6,5
2,6,7,5
2,6,8,5
2,6,9,5
2,6,12,5
2,6,13,30
2,6,15,5
2,6,16,5
2,6,17,10
2,7,0,10
2,7,3,5
2,7,5,5
2,7,6,30
2,7,10,5
2,7,16,5
2,7,17,10
2,7,19,5
2,8,1,10
2,8,3,5
2,8,7,30
2,8,11,10
2,8,12,5
2,8,15,10
2,8,17,5
2,8,18,10
2,9,1,30
2,9,2,5
2,9,3,5
2,9,6,5
2,9,7,5
2,9,9,10
2,9,11,30
2,9,12,5
2,9,13,10
2,9,15,30
2,9,17,10
2,9,18,5
2,9,19,5
2,10,0,5
2,10,1,30
2,10,2,30
2,10,8,10
2,10,9,10
2,10,10,30
2,10,11,10
2,10,12,30
2,10,15,10
2,10,16,5
2,10,17,30
2,10,19,5
2,11,0,10
2,11,1,10
2,11,5,30
2,11,12,10
